# Version = 1.0.1, Revision date = 13-Dec-2019
# Energies of bodies read from file SunEarthMars.txt, at each time step.
# Time_step	Potential_energy	Kinetic_energy	Total_energy
17457	-11334145430964435604895149101940736.000000	2835227628352221116021304325046272.000000	-8498917802612214488873844776894464.000000
17458	-11334146386016340385914224132489216.000000	2835228105878134307199685207523328.000000	-8498918280138206078714538924965888.000000
17459	-11334147336561290537984397238337536.000000	2835228581150569030982110520803328.000000	-8498918755410721507002286717534208.000000
17460	-11334148282598963243084378502332416.000000	2835229054169365031279439913156608.000000	-8498919228429598211804938589175808.000000
17461	-11334149224129028765663850366238720.000000	2835229524934360899081028426006528.000000	-8498919699194667866582821940232192.000000
17462	-11334150161151185040288605836148736.000000	2835229993445398107679992617893888.000000	-8498920167705787509069365521678336.000000
17463	-11334151093665102331408327353827328.000000	2835230459702318706830201350782976.000000	-8498920633962783048117373699620864.000000
17464	-11334152021670476267745798711672832.000000	2835230923704968205050037307179008.000000	-8498921097965508062695761404493824.000000
17465	-11334152945166993254651766847307776.000000	2835231385453189228554121652469760.000000	-8498921559713803449636892891414528.000000
17466	-11334153864154353532535033980518400.000000	2835231844946828438782341676007424.000000	-8498922019207525093752692304510976.000000
17467	-11334154778632234283374310194151424.000000	2835232302185734803017593880838144.000000	-8498922476446498903895964009889792.000000
17468	-11334155688600356500165480631238656.000000	2835232757169755559160517859737600.000000	-8498922931430601517465715074924544.000000
17469	-11334156594058397364887255374626816.000000	2835233209898741403876267026022400.000000	-8498923384159656537471740652027904.000000
17470	-11334157495006075564692510353653760.000000	2835233660372544186751499399856128.000000	-8498923834633531377941010953797632.000000
17471	-11334158391443089034147038574411776.000000	2835234108591014604451368394555392.000000	-8498924282852075006156422483279872.000000
17472	-11334159283369144931188669897768960.000000	2835234554554006812405541243977728.000000	-8498924728815138695243880957214720.000000
17473	-11334160170783955025441252611981312.000000	2835234998261376118965189788827648.000000	-8498925172522578330015310519730176.000000
17474	-11334161053687231086528635005304832.000000	2835235439712978985402990476656640.000000	-8498925613974252101125644528648192.000000
17475	-11334161932078687189917674579689472.000000	2835235878908672449452372058439680.000000	-8498926053170014740465302521249792.000000
17476	-11334162805958039716918238050779136.000000	2835236315848314701768267891998720.000000	-8498926490109725591610722462203904.000000
17477	-11334163675325009660526210561605632.000000	2835236750531765662387868245426176.000000	-8498926924793243998138342316179456.000000
17478	-11334164540179318013737477255200768.000000	2835237182958885827809115690237952.000000	-8498927357220432762389113868386304.000000
17479	-11334165400520694992919960129372160.000000	2835237613129539153294466618490880.000000	-8498927787391155839625493510881280.000000
17480	-11334166256348859285226535113457664.000000	2835238041043588441184872815394816.000000	-8498928215305270267580909994639360.000000
17481	-11334167107663548024554151846346752.000000	2835238466700898799664295279853568.000000	-8498928640962649224889856566493184.000000
17482	-11334167954464484509741704684765184.000000	2835238890101335336916695010770944.000000	-8498929064363149749285761977417728.000000
17483	-11334168796751415098058180122378240.000000	2835239311244765466969042220744704.000000	-8498929485506649631089137901633536.000000
17484	-11334169634524063088342472515911680.000000	2835239730131058909691316336066560.000000	-8498929904393003602190403876421632.000000
17485	-11334170467782179449549586786418688.000000	2835240146760084232031992176181248.000000	-8498930321022095217517594610237440.000000
17486	-11334171296525496703890454145400832.000000	2835240561131713459704058381074432.000000	-8498930735393782667725643460902912.000000
17487	-11334172120753770432006097941299200.000000	2835240973245818618420503590731776.000000	-8498931147507951813585594350567424.000000
17488	-11334172940466740073636477026697216.000000	2835241383102272886815821051985920.000000	-8498931557364467763281408278134784.000000
17489	-11334173755664158903579605536342016.000000	2835241790700950019985256315092992.000000	-8498931964963208307133596917825536.000000
17490	-11334174566345775584947479177592832.000000	2835242196041727231788568750850048.000000	-8498932370304048929619662730166272.000000
17491	-11334175372511348004224130512584704.000000	2835242599124482312546270033477632.000000	-8498932773386865115217108175683584.000000
17492	-11334176174160627130364564462370816.000000	2835242999949092476118119533772800.000000	-8498933174211534654246444928598016.000000
17493	-11334176971293377767381841230168064.000000	2835243398515437818667638139650048.000000	-8498933572777939948714203090518016.000000
17494	-11334177763909355495916984164417536.000000	2835243794823399012819099042447360.000000	-8498933969085956483097885121970176.000000
17495	-11334178552008336649198099536805888.000000	2835244188872859613500536950620160.000000	-8498934363135477035697562586185728.000000
17496	-11334179335590074502023201482080256.000000	2835244580663701446257729662353408.000000	-8498934754926373632226224123150336.000000
17497	-11334180114654349999306414699315200.000000	2835244970195809795400968796372992.000000	-8498935144458540203905445902942208.000000
17498	-11334180889200930250903808605421568.000000	2835245357469071098162050578251776.000000	-8498935531731859152741758027169792.000000
17499	-11334181659229586978357471044698112.000000	2835245742483371215312018930139136.000000	-8498935916746216339506204417982464.000000
17500	-11334182424740098820738517502525440.000000	2835246125238600042847183898148864.000000	-8498936299501498777891333604376576.000000
17501	-11334183185732244417118063464284160.000000	2835246505734646323842350921547776.000000	-8498936679997598093275712542736384.000000
17502	-11334183942205809324096252056436736.000000	2835246883971401683676086956720128.000000	-8498937058234408216880917403140096.000000
17503	-11334184694160574486587207978057728.000000	2835247259948758324187711263473664.000000	-8498937434211816162399496714584064.000000
17504	-11334185441596325461191074355609600.000000	2835247633666609600138047708463104.000000	-8498937807929715861053026647146496.000000
17505	-11334186184512857027880031170330624.000000	2835248005124847713366415551496192.000000	-8498938179388009314513615618834432.000000
17506	-11334186922909954743254221548683264.000000	2835248374323371206780409390039040.000000	-8498938548586583536473812158644224.000000
17507	-11334187656787415693128834685599744.000000	2835248741262076893905366911287296.000000	-8498938915525339375684220077735936.000000
17508	-11334188386145034657476050562318336.000000	2835249105940862164727378105860096.000000	-8498939280204171916287920153034752.000000
17509	-11334189110982615639640086014853120.000000	2835249468359626138614789874647040.000000	-8498939642622990077486048443629568.000000
17510	-11334189831299953419593121024442368.000000	2835249828518271393700462939078656.000000	-8498940002781682025892658085363712.000000
17511	-11334190547096858918208400068182016.000000	2835250186416700508117258020585472.000000	-8498940360680158986551894351020032.000000
17512	-11334191258373133832987130768392192.000000	2835250542054814330615778930327552.000000	-8498940716318319502371351838064640.000000
17513	-11334191965128589084802557602168832.000000	2835250895432518898093400210276352.000000	-8498941069696070186709157391892480.000000
17514	-11334192667363037900370934260301824.000000	2835251246549719094525991795556352.000000	-8498941420813318805844942464745472.000000
17515	-11334193365076286588879486792499200.000000	2835251595406323262653937441832960.000000	-8498941769669963902686301654089728.000000
17516	-11334194058268164517945533385408512.000000	2835251942002238015835363994501120.000000	-8498942116265925925649417087483904.000000
17517	-11334194746938480302599309302431744.000000	2835252286337374579114416726343680.000000	-8498942460601105723484892576088064.000000
17518	-11334195431087061004615123516522496.000000	2835252628411643024613736303296512.000000	-8498942802675417980001387213225984.000000
17519	-11334196110713729074081266573246464.000000	2835252968224954577377467998142464.000000	-8498943142488775073164550878527488.000000
17520	-11334196785818306961086029018169344.000000	2835253305777223344753518600781824.000000	-8498943480041083616332510417387520.000000
17521	-11334197456400633256618765892714496.000000	2835253641068364587011299507961856.000000	-8498943815332268669607466384752640.000000
17522	-11334198122460528104924758528753664.000000	2835253974098293564420222116429824.000000	-8498944148362234540504536412323840.000000
17523	-11334198783997834708679380395098112.000000	2835254304866925537249697822932992.000000	-8498944479130908594968930268741632.000000
17524	-11334199441012384741342958892089344.000000	2835254633374180953915908755030016.000000	-8498944807638203210966297833635840.000000
17525	-11334200093504019099747858274844672.000000	2835254959619979109913532433432576.000000	-8498945133884039989834325841412096.000000
17526	-11334200741472578680726442798481408.000000	2835255283604239300737246378852352.000000	-8498945457868339379989196419629056.000000
17527	-11334201384917904381111076718116864.000000	2835255605326883704185489629118464.000000	-8498945779591020676925587088998400.000000
17528	-11334202023839846321106161143644160.000000	2835255924787836227438958132330496.000000	-8498946099052010093667203011313664.000000
